Q#4 - >342 Shewanella baltica OS155 | Sbal_2958	cl30261	C	4	220
Q#4 - >342 Shewanella baltica OS155 | Sbal_2958	TIGR03569	 - 	6	262
Q#4 - >342 Shewanella baltica OS155 | Sbal_2958	cl30262	 - 	6	262
Q#4 - >342 Shewanella baltica OS155 | Sbal_2958	TIGR03586	C	5	220
Q#4 - >342 Shewanella baltica OS155 | Sbal_2958	cl31462	C	5	220
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	pfam03102	 - 	27	255
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	cl17225	 - 	27	255
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	COG2089	C	4	220
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	cl30261	C	4	220
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	TIGR03569	 - 	6	262
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	cl30262	 - 	6	262
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	TIGR03586	C	5	220
Q#5 - >345 Shewanella baltica OS223 | Sbal223_1405	cl31462	C	5	220
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	pfam03102	 - 	26	296
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	cl17225	 - 	26	296
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	COG2089	 - 	7	309
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	cl30261	 - 	7	309
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	TIGR03569	 - 	8	309
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	cl30262	 - 	8	309
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	TIGR03586	 - 	8	311
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	cl31462	 - 	8	311
Q#6 - >114 Desulfohalobium retbaense DSM 5692 | Dret_0614	PRK13398	NC	96	185
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	pfam03102	 - 	25	253
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	cl17225	 - 	25	253
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	COG2089	 - 	1	264
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	cl30261	 - 	1	264
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	TIGR03569	 - 	4	264
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	cl30262	 - 	4	264
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	TIGR03586	 - 	3	267
Q#7 - >274 Pelobacter carbinolicus DSM 2380 | Pcar_1140	cl31462	 - 	3	267
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	pfam03102	 - 	25	253
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	cl17225	 - 	25	253
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	COG2089	 - 	1	260
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	cl30261	 - 	1	260
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	TIGR03586	 - 	3	267
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	cl31462	 - 	3	267
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	TIGR03569	 - 	4	264
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	cl30262	 - 	4	264
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	PRK13398	NC	95	157
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	COG2876	NC	95	163
Q#8 - >168 Geobacter metallireducens GS-15 | Gmet_0455	TIGR01361	NC	95	152
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	pfam03102	 - 	24	252
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	cl17225	 - 	24	252
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	COG2089	 - 	3	264
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	cl30261	 - 	3	264
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	TIGR03569	 - 	3	264
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	cl30262	 - 	3	264
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	TIGR03586	 - 	2	266
Q#9 - >104 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_0423	cl31462	 - 	2	266
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	COG2089	 - 	1	297
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl30261	 - 	1	297
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	TIGR03569	N	66	304
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl30262	N	66	304
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	pfam03102	 - 	42	261
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl17225	 - 	42	261
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	TIGR03586	 - 	3	299
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl31462	 - 	3	299
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cd11611	 - 	281	333
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl00555	 - 	281	333
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	pfam07883	 - 	401	459
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl21464	 - 	401	459
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	COG1917	NC	401	454
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	COG3822	N	377	483
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	COG0662	 - 	363	471
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	pfam07385	N	377	472
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	COG3837	C	367	470
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	PRK09943	N	386	469
Q#10 - >408 Thauera sp. MZ1T | Tmz1t_2878	cl32436	N	386	469
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	COG2089	 - 	10	340
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cl30261	 - 	10	340
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	pfam03102	 - 	45	235
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cl17225	 - 	45	235
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	TIGR03586	 - 	14	302
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cl31462	 - 	14	302
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	TIGR03569	 - 	14	303
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cl30262	 - 	14	303
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	smart00858	 - 	284	340
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cl00555	 - 	284	340
Q#11 - >294 Polynucleobacter necessarius subsp. necessarius STIR1 | Pnec_0333	cd11615	 - 	285	340
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	pfam03102	C	50	211
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	cl17225	C	50	211
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	COG2089	 - 	15	307
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	cl30261	 - 	15	307
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	TIGR03586	C	19	210
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	cl31462	C	19	210
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	TIGR03569	C	23	210
Q#12 - >295 Pseudomonas putida F1 | Pput_1483	cl30262	C	23	210
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	pfam03102	 - 	262	505
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	cl17225	 - 	262	505
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	COG2089	 - 	242	512
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	cl30261	 - 	242	512
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	TIGR03586	 - 	242	512
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	cl31462	 - 	242	512
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	TIGR03569	C	242	507
Q#13 - >324 Runella slithyformis DSM 19594 | Runsl_4699	cl30262	C	242	507
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	COG2089	 - 	24	343
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cl30261	 - 	24	343
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	pfam03102	 - 	42	271
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cl17225	 - 	42	271
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	TIGR03569	 - 	24	333
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cl30262	 - 	24	333
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	TIGR03586	 - 	24	335
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cl31462	 - 	24	335
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cd11615	 - 	286	343
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	cl00555	 - 	286	343
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	pfam08666	 - 	286	343
Q#14 - >119 Desulfovibrio vulgaris DP4 | Dvul_0364	smart00858	 - 	286	343
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	TIGR03569	 - 	11	332
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cl30262	 - 	11	332
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	pfam03102	 - 	31	263
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cl17225	 - 	31	263
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	COG2089	 - 	5	338
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cl30261	 - 	5	338
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	TIGR03586	 - 	10	322
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cl31462	 - 	10	322
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cd11615	 - 	280	337
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cl00555	 - 	280	337
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	pfam08666	 - 	280	337
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	smart00858	 - 	280	337
Q#15 - >106 Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	cd11614	 - 	285	337
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	TIGR03569	 - 	12	321
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl30262	 - 	12	321
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	pfam03102	 - 	44	244
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl17225	 - 	44	244
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	COG2089	 - 	12	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl30261	 - 	12	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	TIGR03586	 - 	12	325
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl31462	 - 	12	325
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cd11615	 - 	273	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl00555	 - 	273	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	pfam08666	 - 	273	331
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	smart00858	 - 	273	331
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cd11614	 - 	278	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	PRK07018	NC	278	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl32183	NC	278	330
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	TIGR03170	C	278	332
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl37230	C	278	332
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	TIGR03177	C	278	331
Q#16 - >113 Desulfovibrio magneticus RS-1 | DMR_40440	cl37231	C	278	331
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	TIGR03569	 - 	6	330
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cl30262	 - 	6	330
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	COG2089	 - 	2	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cl30261	 - 	2	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	pfam03102	 - 	27	258
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cl17225	 - 	27	258
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	TIGR03586	 - 	5	330
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cl31462	 - 	5	330
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cd11615	 - 	279	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	cl00555	 - 	279	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	smart00858	 - 	280	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	pfam08666	 - 	281	337
Q#17 - >230 Methylomonas methanica MC09 | Metme_1160	PRK13398	N	89	253
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	TIGR03569	 - 	5	324
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cl30262	 - 	5	324
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	COG2089	 - 	1	332
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cl30261	 - 	1	332
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	pfam03102	 - 	26	256
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cl17225	 - 	26	256
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	TIGR03586	 - 	6	324
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cl31462	 - 	6	324
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cd11615	 - 	276	334
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cl00555	 - 	276	334
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	pfam08666	 - 	278	334
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	smart00858	 - 	277	334
Q#18 - >108 Dyadobacter fermentans DSM 18053 | Dfer_3363	cd11614	 - 	279	334
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	TIGR03569	 - 	2	319
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cl30262	 - 	2	319
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	COG2089	 - 	2	328
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cl30261	 - 	2	328
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	pfam03102	 - 	22	252
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cl17225	 - 	22	252
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	TIGR03586	 - 	2	321
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cl31462	 - 	2	321
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cd11615	 - 	273	330
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	cl00555	 - 	273	330
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	pfam08666	 - 	274	331
Q#19 - >165 Gramella forsetii KT0803 | GFO_0569	smart00858	 - 	273	331
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	TIGR03569	 - 	2	317
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl30262	 - 	2	317
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	COG2089	 - 	2	327
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl30261	 - 	2	327
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	pfam03102	 - 	22	251
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl17225	 - 	22	251
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	TIGR03586	 - 	2	321
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl31462	 - 	2	321
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cd11615	 - 	273	330
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl00555	 - 	273	330
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	PRK13398	N	72	251
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	COG2876	N	112	254
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	pfam08666	 - 	274	330
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	TIGR01361	N	111	248
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	PRK08673	NC	99	147
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl32318	NC	99	147
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	PRK13396	NC	111	147
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	cl36245	NC	111	147
Q#20 - >426 Zunongwangia profunda SM-A87 | ZPR_1117	smart00858	 - 	273	330
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	TIGR03569	 - 	14	336
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cl30262	 - 	14	336
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	COG2089	 - 	1	342
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cl30261	 - 	1	342
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	pfam03102	 - 	34	265
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cl17225	 - 	34	265
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	TIGR03586	 - 	13	336
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cl31462	 - 	13	336
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cd11615	 - 	283	341
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cl00555	 - 	283	341
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	pfam08666	 - 	286	341
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	smart00858	 - 	286	341
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	COG1261	NC	286	341
Q#21 - >287 Prochlorococcus marinus NATL1A | NATL1_08721	cd11614	 - 	287	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	TIGR03569	 - 	14	336
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl30262	 - 	14	336
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	COG2089	 - 	1	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl30261	 - 	1	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	pfam03102	 - 	34	264
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl17225	 - 	34	264
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	TIGR03586	 - 	13	336
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl31462	 - 	13	336
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cd11615	 - 	283	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl00555	 - 	283	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	pfam08666	 - 	283	342
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cd11614	 - 	286	341
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	smart00858	 - 	283	342
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	pfam13144	NC	286	342
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	TIGR03170	C	286	342
Q#22 - >311 Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	cl37230	C	286	342
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	TIGR03569	 - 	13	335
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cl30262	 - 	13	335
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	COG2089	 - 	1	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cl30261	 - 	1	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	pfam03102	 - 	33	264
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cl17225	 - 	33	264
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	TIGR03586	 - 	13	335
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cl31462	 - 	13	335
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cd11615	 - 	284	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	cl00555	 - 	284	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	pfam08666	 - 	284	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	smart00858	 - 	284	339
Q#23 - >64 Campylobacter insulaenigrae NCTC 12927 | CINS_1205	COG1261	NC	245	333
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	COG2089	 - 	2	343
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cl30261	 - 	2	343
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	TIGR03569	 - 	15	337
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cl30262	 - 	15	337
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	TIGR03586	 - 	15	332
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cl31462	 - 	15	332
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	pfam03102	 - 	35	267
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cl17225	 - 	35	267
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cd11615	 - 	286	342
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	cl00555	 - 	286	342
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	pfam08666	 - 	286	343
Q#24 - >84 Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	smart00858	 - 	286	343
Q#25 - >314 Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	TIGR03569	 - 	13	335
Q#25 - >314 Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	cl30262	 - 	13	335
Q#25 - >314 Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	COG2089	 - 	2	336
